sta;x;z
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;4.9102331239999994;4.027999999999999
STA 4+00;7.1102331240000005;4.027999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;3.9602331239999997;-1.072000000000001
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;5.927999999999999
STA 4+00;3.9602331239999997;-1.072000000000001
STA 4+00;1.410233124;11.027999999999999
STA 4+00;4.9102331239999994;4.027999999999999
STA 4+00;7.1102331240000005;4.027999999999999
STA 4+00;10.610233124;11.027999999999999
STA 4+00;8.060233124;-1.072000000000001
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;5.927999999999999
STA 4+00;8.060233124;-1.072000000000001
