sta;x;z
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;5.8635
STA 5+50;4.910728090999999;3.9635000000000002
STA 5+50;7.110728091;3.9635000000000002
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;5.8635
STA 5+50;3.9607280909999996;-1.1364999999999998
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;5.8635
STA 5+50;3.9607280909999996;-1.1364999999999998
STA 5+50;1.4107280909999997;10.9635
STA 5+50;4.910728090999999;3.9635000000000002
STA 5+50;7.110728091;3.9635000000000002
STA 5+50;10.610728091;10.9635
STA 5+50;8.060728091;-1.1364999999999998
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;5.8635
STA 5+50;8.060728091;-1.1364999999999998
