sta;x;z
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;5.7775
STA 7+50;4.911203324;3.8775
STA 7+50;7.111203324;3.8775
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;5.7775
STA 7+50;3.961203324;-1.2225000000000001
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;5.7775
STA 7+50;3.961203324;-1.2225000000000001
STA 7+50;1.4112033240000001;10.8775
STA 7+50;4.911203324;3.8775
STA 7+50;7.111203324;3.8775
STA 7+50;10.611203324;10.8775
STA 7+50;8.061203324000001;-1.2225000000000001
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;5.7775
STA 7+50;8.061203324000001;-1.2225000000000001
