sta;x;z
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;5.756
STA 8+00;4.911205204;3.8560000000000003
STA 8+00;7.111205204000001;3.8560000000000003
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;5.756
STA 8+00;3.961205204;-1.2439999999999998
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;5.756
STA 8+00;3.961205204;-1.2439999999999998
STA 8+00;1.4112052040000003;10.856
STA 8+00;4.911205204;3.8560000000000003
STA 8+00;7.111205204000001;3.8560000000000003
STA 8+00;10.611205204000001;10.856
STA 8+00;8.061205204;-1.2439999999999998
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;5.756
STA 8+00;8.061205204;-1.2439999999999998
