sta;x;z
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;5.906499999999999
STA 4+50;4.910717554;4.006499999999999
STA 4+50;7.110717554000001;4.006499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;3.960717554;-1.0935000000000006
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;5.906499999999999
STA 4+50;3.960717554;-1.0935000000000006
STA 4+50;1.410717554;11.006499999999999
STA 4+50;4.910717554;4.006499999999999
STA 4+50;7.110717554000001;4.006499999999999
STA 4+50;10.610717554;11.006499999999999
STA 4+50;8.060717554;-1.0935000000000006
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;5.906499999999999
STA 4+50;8.060717554;-1.0935000000000006
