sta;x;z
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;5.885
STA 5+00;4.911204657;3.985
STA 5+00;7.111204657;3.985
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;5.885
STA 5+00;3.961204657;-1.1150000000000002
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;5.885
STA 5+00;3.961204657;-1.1150000000000002
STA 5+00;1.4112046570000003;10.985
STA 5+00;4.911204657;3.985
STA 5+00;7.111204657;3.985
STA 5+00;10.611204657;10.985
STA 5+00;8.061204657000001;-1.1150000000000002
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;5.885
STA 5+00;8.061204657000001;-1.1150000000000002
