sta;x;z
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;6.013999999999999
STA 2+00;4.911214444;4.113999999999999
STA 2+00;7.111214444;4.113999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;3.961214444;-0.9860000000000007
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;6.013999999999999
STA 2+00;3.961214444;-0.9860000000000007
STA 2+00;1.411214444;11.113999999999999
STA 2+00;4.911214444;4.113999999999999
STA 2+00;7.111214444;4.113999999999999
STA 2+00;10.611214444;11.113999999999999
STA 2+00;8.061214444;-0.9860000000000007
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;6.013999999999999
STA 2+00;8.061214444;-0.9860000000000007
