sta;x;z
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;4.911206662;4.0495
STA 3+50;7.111206662000001;4.0495
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;3.961206662;-1.0504999999999995
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;5.9495000000000005
STA 3+50;3.961206662;-1.0504999999999995
STA 3+50;1.4112066620000001;11.0495
STA 3+50;4.911206662;4.0495
STA 3+50;7.111206662000001;4.0495
STA 3+50;10.611206662;11.0495
STA 3+50;8.061206662;-1.0504999999999995
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;5.9495000000000005
STA 3+50;8.061206662;-1.0504999999999995
