sta;x;z
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;5.7345
STA 8+50;4.9107183249999995;3.8345
STA 8+50;7.110718325000001;3.8345
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;5.7345
STA 8+50;3.9607183249999998;-1.2655000000000003
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;5.7345
STA 8+50;3.9607183249999998;-1.2655000000000003
STA 8+50;1.410718325;10.834499999999998
STA 8+50;4.9107183249999995;3.8345
STA 8+50;7.110718325000001;3.8345
STA 8+50;10.610718325;10.834499999999998
STA 8+50;8.060718325;-1.2655000000000003
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;5.7345
STA 8+50;8.060718325;-1.2655000000000003
