sta;x;z
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;4.911219085999999;3.9420000000000006
STA 6+00;7.111219086;3.9420000000000006
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;3.9612190859999994;-1.1579999999999995
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;5.8420000000000005
STA 6+00;3.9612190859999994;-1.1579999999999995
STA 6+00;1.4112190859999996;10.942
STA 6+00;4.911219085999999;3.9420000000000006
STA 6+00;7.111219086;3.9420000000000006
STA 6+00;10.611219086;10.942
STA 6+00;8.061219086;-1.1579999999999995
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;5.8420000000000005
STA 6+00;8.061219086;-1.1579999999999995
