sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 9+00;A;6.041;0.0;0.0;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;A1;6.066;0.6849023174760569;0.6849023174760569;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;A2;6.374;1.031916641731647;1.716818959207704;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;A3;6.381;0.7825693286157005;2.4993882878234044;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;A4;6.368;0.7821345075049284;3.281522795328333;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;T1;6.223;0.7349448220473462;4.016467617375679;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;D1;5.127;0.6792021824426682;4.695669799818347;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;D2;4.987;1.343670452908836;6.039340252727183;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;D3;5.148;1.2864563134160285;7.325796566143212;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;T2;5.99;0.6801451300667027;8.005941696209915;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;B1;6.13;0.8785832821885666;8.884524978398481;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;B2;6.085;0.675025862227848;9.55955084062633;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;B3;6.026;0.9510666266222784;10.510617467248608;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;B4;6.03;0.9430477847282734;11.45366525197688;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
STA 9+00;B;6.015;0.8578277355000381;12.31149298747692;6.011204656792797;5.0873333333333335;4.016467617375679;6.223;8.005941696209915;5.99
