sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 1+00;A;6.159;0.0;0.0;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;A1;6.198;0.6858684337089977;0.6858684337089977;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;A2;6.521;1.030948472367012;1.71681690607601;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;A3;6.5;0.7825674280469115;2.4993843341229214;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;A4;6.356;0.7821328046952081;3.281517138818129;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;T1;6.054;0.7349455008758046;4.016462639693934;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;D1;5.247;0.6792031848990678;4.695665824593002;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;D2;4.96;1.3436714836069887;6.039337308199991;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;D3;5.287;1.286457427444673;7.325794735644663;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;T2;6.078;0.6801461304984588;8.005940866143122;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;B1;6.064;0.878582947841668;8.88452381398479;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;B2;6.027;0.6750245355147975;9.559548349499588;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;B3;6.087;0.9510663652277138;10.510614714727302;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;B4;6.072;0.9430457769381492;11.45366049166545;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
STA 1+00;B;6.111;0.8578254396562883;12.31148593132174;6.011201752918528;5.164666666666666;4.016462639693934;6.054;8.005940866143122;6.078
