sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 6+00;A;6.086;0.0;0.0;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;A1;6.115;0.6849035614423316;0.6849035614423316;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;A2;6.429;1.03094870100249;1.7158522624448216;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;A3;6.425;0.7825956472351729;2.4984479096799945;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;A4;6.364;0.7831036464379024;3.281551556117897;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;T1;6.16;0.734944380641501;4.016495936759398;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;D1;5.172;0.6782084160254298;4.694704352784828;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;D2;4.977;1.3446378144600253;6.039342167244853;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;D3;5.2;1.2864555890213325;7.325797756266185;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;T2;6.023;0.6801444795225642;8.00594223578875;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;B1;6.105;0.8776154678497488;8.883557703638498;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;B2;6.064;0.6759947566290965;9.559552460267597;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;B3;6.049;0.9500987647983904;10.509651225065983;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;B4;6.046;0.9440171219889812;11.453668347054968;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
STA 6+00;B;6.051;0.8568611965559221;12.310529543610889;6.011219086274074;5.116333333333333;4.016495936759398;6.16;8.00594223578875;6.023
