sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 7+50;A;6.064;0.0;0.0;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;A1;6.09;0.6849014391226651;0.6849014391226651;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;A2;6.401;1.03189149400146;1.716792933124125;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;A3;6.403;0.7816255093543112;2.498418442478436;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;A4;6.366;0.7831017558360962;3.2815201983145323;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;T1;6.192;0.7349451337153736;4.016465332029906;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;D1;5.149;0.6782095291023689;4.694674861132275;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;D2;4.982;1.3446389562701233;6.039313817402398;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;D3;5.174;1.286456824910858;7.325770642313256;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;T2;6.007;0.6801706728347936;8.00594131514805;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;B1;6.117;0.87759001510139;8.88353133024944;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;B2;6.074;0.6759932832473705;9.55952461349681;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;B3;6.037;0.950123559919792;10.509648173416602;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;B4;6.038;0.943989809591752;11.453637983008354;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
STA 7+50;B;6.033;0.8568586512919047;12.31049663430026;6.011203323588978;5.101666666666667;4.016465332029906;6.192;8.00594131514805;6.007
