sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 7+00;A;6.071;0.0;0.0;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;A1;6.099;0.6848743670592601;0.6848743670592601;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;A2;6.41;1.0309484033132632;1.7158227703725233;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;A3;6.41;0.782591565061121;2.4984143354336443;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;A4;6.365;0.783099984846146;3.2815143202797903;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;T1;6.181;0.7349458390970045;4.016460159376795;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;D1;5.157;0.6782105717394504;4.694670731116245;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;D2;4.98;1.34367199716396;6.038342728280205;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;D3;5.183;1.2874260111566072;7.325768739436812;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;T2;6.012;0.6792036843921014;8.004972423828914;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;B1;6.113;0.8785576971911624;8.883530121020076;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;B2;6.071;0.6750238744350607;9.558553995455137;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;B3;6.041;0.9510913190107928;10.50964531446593;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;B4;6.041;0.9439877210802016;11.453633035546131;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
STA 7+00;B;6.039;0.8568562670456714;12.310489302591805;6.010716291602854;5.1066666666666665;4.016460159376795;6.181;8.004972423828914;6.012
