sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 5+00;A;6.1;0.0;0.0;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;A1;6.132;0.6849023174753459;0.6849023174753459;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;A2;6.447;1.031916641731595;1.716818959206941;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;A3;6.44;0.7825693286295947;2.499388287836536;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;A4;6.362;0.7821345074896948;3.2815227953262305;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;T1;6.139;0.7349448220475994;4.01646761737383;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;D1;5.187;0.6792021824430394;4.695669799816869;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;D2;4.974;1.3436704529092207;6.03934025272609;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;D3;5.217;1.2864563134310425;7.325796566157132;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;T2;6.034;0.680145130052475;8.005941696209607;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;B1;6.097;0.8785832822030404;8.884524978412648;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;B2;6.056;0.6750258622273559;9.559550840640004;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;B3;6.057;0.9510666266075828;10.510617467247586;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;B4;6.051;0.9430477847275256;11.453665251975112;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
STA 5+00;B;6.063;0.8578277354991855;12.311492987474296;6.011204656791719;5.126;4.01646761737383;6.139;8.005941696209607;6.034
