sta;code;z;delta x;x;rerata_x;rerata_z;x_tki;z_tki;x_tka;z_tka
STA 0+50;A;6.167;0.0;0.0;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;A1;6.206;0.6847286629536988;0.6847286629536988;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;A2;6.53;1.0312126568340054;1.7159413197877045;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;A3;6.508;0.7822327425339024;2.4981740623216067;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;A4;6.356;0.7825447719888099;3.280718834310417;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;T1;6.044;0.7348811054499329;4.0155999397603495;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;D1;5.254;0.6788728463268043;4.694472786087154;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;D2;4.959;1.3441096809624271;6.038582467049581;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;D3;5.295;1.2869006796546572;7.325483146704238;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;T2;6.084;0.6798424905555933;8.005325637259832;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;B1;6.06;0.8783460405133194;8.883671677773151;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;B2;6.024;0.6752347450854632;9.558906422858614;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;B3;6.091;0.9506478135697288;10.509554236428343;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;B4;6.074;0.9434803741237144;11.453034610552058;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
STA 0+50;B;6.117;0.856794074322865;12.309828684874924;6.0104627885100905;5.169333333333333;4.0155999397603495;6.044;8.005325637259832;6.084
